x,y,made
21.0,40.25,False
20.8,38.95,False
25.0,41.75,True
25.0,41.75,False
36.9,28.65,False
29.1,23.65,True
25.0,41.75,True
25.0,41.75,True
15.9,40.55,False
25.0,38.75,False
26.0,41.15,True
25.0,41.75,False
22.7,15.75,True
44.4,39.15,True
25.0,41.75,True
12.5,26.95,True
9.8,18.75,False
8.5,22.35,False
10.1,41.15,True
9.9,25.35,False
25.4,22.35,False
25.0,41.75,True
41.6,28.85,False
23.5,40.25,False
23.0,30.55,False
10.4,32.05,True
25.7,41.65,True
25.0,41.75,True
26.5,39.45,False
43.3,41.05,True
37.2,34.35,False
2.1999999999999993,29.45,False
25.0,41.75,False
43.5,36.25,True
33.1,22.85,False
40.5,42.05,True
25.0,41.75,True
45.1,27.45,False
25.0,41.75,True
4.100000000000001,28.35,False
41.0,40.25,True
33.2,18.45,True
43.2,39.15,False
15.1,19.25,True
41.0,25.35,True
11.5,29.05,False
25.5,12.950000000000003,False
27.4,36.95,True
30.7,20.85,False
47.8,43.15,False
25.0,41.75,True
12.0,39.75,False
2.1999999999999993,25.85,False
25.0,41.75,False
33.1,37.85,False
25.0,41.75,True
1.8999999999999986,41.45,True
9.3,38.05,True
25.0,41.75,True
41.0,32.65,False
25.0,41.75,True
43.3,24.55,False
44.3,25.35,False
20.3,17.35,True
24.6,35.15,True
25.0,41.75,True
42.9,40.35,True
25.0,41.75,True
25.0,41.75,True
25.0,41.75,False
25.0,41.75,False
24.4,29.35,False
25.0,41.75,False
25.0,41.75,False
25.0,41.75,True
25.0,41.75,False
25.0,41.75,True
19.7,35.75,False
18.5,23.95,True
34.2,23.05,True
27.6,26.35,False
20.5,17.65,True
12.5,18.75,False
23.8,39.45,True
25.0,41.75,True
26.9,40.65,False
41.0,18.75,False
15.5,39.85,True
25.0,41.75,True
24.3,27.45,False
2.0,41.05,True
25.0,41.75,True
25.0,41.75,True
5.699999999999999,21.65,False
25.0,41.75,True
10.6,28.05,False
25.0,41.75,False
26.6,41.65,False
26.1,41.35,True
0.8999999999999986,39.85,False
25.0,41.75,True
19.7,36.75,False
35.8,42.05,False
32.3,41.45,False
16.1,34.35,True
37.7,27.45,True
39.4,31.05,True
36.4,19.55,False
25.2,35.35,False
24.3,36.45,False
25.0,41.75,True
23.8,21.75,False
5.199999999999999,26.65,False
17.5,29.65,False
6.800000000000001,43.85,False
7.100000000000001,39.85,False
29.3,28.65,True
15.8,25.85,True
21.1,40.25,False
33.1,26.35,False
31.0,17.65,False
41.1,30.15,True
14.2,30.75,False
11.5,21.15,False
4.899999999999999,39.75,True
25.0,41.75,True
41.6,34.55,False
17.2,23.45,True
7.699999999999999,24.25,False
15.8,18.95,True
25.0,41.75,True
12.0,36.95,False
38.8,33.15,True
25.7,40.25,True
17.8,20.15,True
25.0,41.75,True
32.9,24.15,False
25.0,41.75,False
12.5,42.75,False
19.2,38.05,True
25.0,41.75,True
25.0,41.75,False
16.9,38.15,True
49.0,31.05,False
8.5,41.75,False
24.9,38.95,False
25.0,41.75,False
38.9,22.25,True
15.5,36.45,True
28.8,30.45,True
22.6,41.65,True
23.7,38.35,False
6.899999999999999,23.05,True
40.5,41.05,True
19.4,34.35,False
23.5,25.05,False
25.2,35.05,False
24.3,39.85,False
23.3,34.35,True
6.800000000000001,30.45,True
48.2,38.75,True
24.6,38.75,False
32.9,18.95,False
25.0,41.75,True
25.0,41.75,True
39.2,38.65,False
25.0,41.75,False
25.0,41.75,True
25.0,41.75,True
25.0,41.75,False
10.3,39.55,False
7.899999999999999,43.95,False
21.9,16.05,False
23.5,37.65,True
12.5,20.05,False
41.3,32.95,False
8.8,23.45,False
40.3,22.55,False
30.1,20.65,True
25.0,41.75,True
2.6999999999999993,38.95,False
17.0,34.65,False
25.0,41.75,True
9.0,34.65,True
22.4,16.85,False
26.6,30.45,False
17.5,16.55,True
25.0,41.75,True
29.3,25.35,True
25.0,41.75,False
9.1,28.55,False
24.0,25.85,False
25.0,41.75,True
9.9,21.15,False
16.9,16.85,True
15.6,44.25,True
25.0,41.75,True
10.1,21.15,False
32.0,36.15,True
22.6,32.45,False
36.9,35.75,False
13.7,27.25,False
47.0,39.85,False
4.600000000000001,33.55,True
9.6,30.25,False
49.0,30.25,False
25.5,34.05,True
25.0,41.75,False
42.7,24.45,False
41.3,27.15,True
25.0,41.75,False
11.4,27.45,True
13.2,25.75,False
39.2,31.25,False
25.0,41.75,False
25.0,41.75,False
25.0,41.75,False
49.0,36.55,True
39.7,34.35,True
46.3,44.75,True
25.0,41.75,True
9.1,23.05,False
17.2,38.65,False
8.399999999999999,40.25,True
20.3,35.15,False
25.0,41.75,True
46.5,40.05,True
25.0,41.75,True
25.0,41.75,False
25.4,23.15,True
29.3,36.15,True
25.0,41.75,True
25.0,41.75,True
25.0,41.75,False
44.9,40.35,True
25.0,41.75,True
23.8,41.65,True
36.7,18.45,False
25.0,41.75,True
27.7,40.25,False
21.0,26.45,False
35.9,16.85,False
48.4,38.65,False
25.0,41.75,True
23.5,15.649999999999999,True
36.6,22.75,True
38.1,26.85,False
6.300000000000001,24.25,False
1.3000000000000007,42.25,True
20.2,33.45,True
38.9,38.75,True
6.899999999999999,41.75,False
29.0,32.85,True
41.1,41.45,False
22.9,23.85,False
9.9,28.35,False
25.0,41.75,True
24.9,36.75,False
25.0,41.75,True
25.0,41.75,False
25.0,41.75,True
19.1,33.55,True
10.9,21.25,False
19.4,30.75,False
1.8999999999999986,40.85,False
26.5,36.45,True
11.7,19.85,True
25.7,40.35,True
1.6999999999999993,38.95,True
1.3000000000000007,44.75,False
25.4,41.65,True
36.9,29.45,False
49.5,38.65,False
1.3999999999999986,40.25,False
39.7,26.65,True
25.4,36.95,False
37.5,39.25,False
25.0,41.75,True
17.3,34.65,False
27.1,19.75,False
37.5,38.75,False
22.1,41.35,False
22.9,35.95,True
45.2,26.95,False
15.1,32.15,True
37.3,38.35,False
24.6,34.65,False
42.5,23.95,True
25.0,41.75,True
24.6,20.35,False
2.3999999999999986,29.65,True
29.3,24.15,False
25.0,41.75,True
17.5,31.25,False
26.1,41.75,True
22.6,39.55,False
35.1,24.55,True
38.9,27.55,False
7.699999999999999,31.25,False
36.4,19.25,False
25.0,41.75,False
14.8,32.15,False
24.6,34.05,True
25.0,41.75,True
40.5,22.35,False
48.7,38.35,True
10.7,20.35,False
13.6,27.15,True
23.0,31.65,False
38.3,28.35,False
35.5,24.15,False
15.8,27.25,True
17.2,34.55,False
38.9,26.15,True
25.0,41.75,False
24.8,42.55,True
10.7,44.15,False
12.0,35.15,False
25.0,41.75,False
24.0,20.85,False
1.3000000000000007,35.45,False
25.0,41.75,True
2.5,41.15,False
29.8,35.65,False
48.2,43.45,True
4.699999999999999,22.35,False
18.8,34.05,True
25.0,41.75,True
25.0,41.65,False
25.0,41.75,False
25.0,41.75,False
25.0,41.75,False
25.0,41.75,False
5.0,32.05,True
23.3,37.25,False
27.6,30.25,True
26.5,41.65,True
8.8,22.85,True
30.7,37.05,False
25.0,41.75,False
25.0,41.75,True
25.0,41.75,True
37.7,19.85,False
42.9,35.95,True
28.8,32.05,False
3.0,30.75,False
26.0,21.15,False
38.4,21.45,True
11.0,18.25,False
15.9,40.65,False
25.0,41.75,False
6.5,26.35,True
25.0,41.75,True
2.5,41.15,False
9.6,27.55,True
25.0,41.75,False
25.0,41.75,True
25.0,41.75,True
25.0,41.75,False
49.0,42.35,False
30.1,37.65,False
26.5,16.75,False
25.0,41.75,False
31.2,31.65,True
40.0,21.75,True
11.4,26.65,False
18.0,23.65,True
36.2,19.05,False
16.1,27.45,True
25.0,41.75,False
48.1,38.75,False
25.0,34.65,True
12.5,30.15,True
35.3,32.85,True
35.3,28.35,False
25.0,29.65,True
25.0,41.75,True
36.1,39.25,True
24.1,20.35,False
5.399999999999999,36.45,False
49.0,36.25,False
24.4,41.65,False
23.5,41.95,True
24.6,42.85,True
30.9,36.25,False
25.0,41.75,True
31.2,17.65,False
25.0,41.75,True
14.8,24.75,False
25.0,41.75,True
23.7,32.05,False
48.4,33.45,False
30.4,36.95,True
40.2,33.55,False
25.0,41.75,True
3.0,29.65,False
48.7,39.85,True
8.0,23.85,True
38.0,19.85,False
20.2,16.75,True
22.4,34.55,False
25.0,41.75,True
39.6,33.25,False
12.1,20.95,True
25.0,32.85,True
14.5,19.35,True
1.6999999999999993,38.15,True
19.9,37.05,False
37.7,41.15,False
25.0,41.75,True
41.4,36.95,True
25.0,41.75,True
35.0,19.25,True
35.5,19.55,True
27.7,17.05,True
25.0,41.75,True
32.3,24.55,True
5.5,26.45,False
30.9,41.95,True
12.0,38.15,True
24.0,33.55,False
25.0,41.75,True
25.0,41.75,True
24.3,37.05,True
36.2,35.45,False
1.1000000000000014,39.15,False
21.1,40.65,True
13.1,20.35,False
25.0,41.75,True
25.0,41.75,True
39.2,22.05,False
26.3,33.45,True
24.8,36.15,True
19.7,26.05,False
9.1,29.15,False
7.100000000000001,31.35,False
1.8999999999999986,38.95,False
28.8,25.05,False
26.6,24.15,True
40.3,30.25,True
1.6999999999999993,41.35,False
19.7,29.85,True
25.0,41.75,True
29.6,33.55,True
45.4,25.55,True
27.7,17.35,False
25.0,41.75,False
25.0,41.75,False
2.6999999999999993,40.55,True
17.8,35.45,False
45.5,26.85,False
30.6,28.25,True
47.8,32.65,False
21.9,22.05,True
15.0,38.75,False
25.0,41.75,True
24.4,33.75,False
25.4,25.75,True
21.4,23.95,False
41.1,41.05,False
40.0,19.05,True
43.7,22.05,False
25.0,41.75,False
33.9,40.05,False
30.4,38.45,False
13.6,27.15,False
20.2,36.55,True
25.0,41.75,False
34.7,38.65,True
24.0,39.85,False
43.4,23.95,False
9.1,25.55,False
18.6,14.549999999999997,True
30.2,31.65,True
48.4,39.75,True
1.6999999999999993,32.85,False
8.5,22.75,False
44.1,40.65,False
25.4,42.05,False
25.0,41.75,True
48.2,34.35,True
26.6,40.35,True
25.0,41.75,True
1.8999999999999986,41.65,True
11.0,38.65,False
25.0,41.75,True
25.0,41.75,False
25.0,41.75,True
41.6,44.25,True
25.0,41.75,False
25.0,41.75,False
12.9,25.25,False
44.1,33.55,True
9.3,39.75,True
48.1,38.75,False
38.4,20.65,False
11.2,26.45,True
20.3,27.75,True
17.2,39.15,False
7.100000000000001,38.05,True
23.5,41.75,True
25.0,41.75,False
39.6,35.75,True
26.3,33.75,False
37.0,34.55,True
25.0,41.75,True
18.9,35.45,False
26.1,24.45,False
34.8,38.65,True
25.0,41.75,True
24.4,42.05,True
37.7,35.35,True
9.3,41.35,False
46.0,29.45,False
37.7,29.65,False
43.0,29.95,False
14.4,28.55,True
30.4,36.55,False
25.0,41.75,True
25.0,41.75,False
9.3,21.15,False
25.0,41.75,False
7.600000000000001,33.75,False
25.0,41.75,False
24.8,34.25,True
38.6,40.85,False
19.2,37.05,True
26.9,37.55,True
25.0,41.75,True
42.1,42.05,True
30.4,38.15,False
25.0,41.75,True
12.3,42.25,True
43.7,41.65,False
23.3,39.75,False
42.2,36.25,True
45.7,37.55,False
29.5,30.95,False
26.3,34.55,False
18.1,40.65,False
48.5,44.55,False
37.0,32.95,True
37.2,38.65,False
20.7,36.55,True
25.0,41.75,True
38.6,37.65,True
28.8,38.95,True
24.1,21.75,True
14.5,37.85,True
25.0,41.75,True
25.0,41.75,False
25.0,41.75,False
49.2,39.85,False
25.5,30.25,True
22.6,20.35,False
25.0,41.75,False
25.0,41.75,True
25.0,41.75,True
25.0,41.45,True
23.0,22.05,True
28.2,39.75,True
5.800000000000001,25.75,False
19.9,17.35,False
14.5,19.55,True
25.0,41.75,True
39.6,21.15,True
48.7,30.55,True
25.0,41.75,False
43.3,40.55,False
26.0,38.75,False
24.1,38.65,True
25.0,41.75,True
25.0,41.75,True
20.7,20.35,False
23.5,20.45,False
38.8,31.65,False
3.3000000000000007,26.85,False
18.3,25.05,False
20.8,24.95,False
28.7,35.65,False
21.8,17.15,True
23.0,42.05,False
43.3,30.55,True
22.6,22.35,False
16.2,17.55,False
22.1,39.85,True
6.800000000000001,35.65,False
29.1,27.25,True
30.6,38.35,True
25.0,41.75,False
21.8,39.25,True
28.2,26.95,False
20.3,33.15,False
25.0,41.75,True
15.5,40.85,True
25.0,41.75,False
19.9,28.35,False
47.6,39.55,False
24.1,40.65,True
16.9,29.65,True
25.2,42.25,False
8.0,43.85,False
40.3,41.75,True
25.0,41.75,True
25.0,41.75,True
25.0,41.75,True
9.1,30.75,False
45.1,40.65,True
4.899999999999999,28.05,True
25.0,41.75,False
43.0,25.35,True
2.8000000000000007,40.25,False
25.4,29.45,False
41.6,41.05,False
16.2,41.05,True
25.0,41.75,False
25.0,41.75,False
25.0,41.75,False
38.3,29.15,False
25.0,41.75,False
40.7,19.85,True
42.4,23.35,False
29.8,34.25,False
43.7,26.05,False
13.1,17.65,False
25.0,41.75,True
13.2,28.35,True
17.2,24.45,True
35.6,19.25,False
8.8,40.25,False
25.0,41.75,True
35.9,18.95,False
5.699999999999999,42.25,False
22.6,35.45,True
35.5,19.55,True
32.8,16.55,False
13.4,17.05,True
43.2,43.45,False
15.6,27.75,True
25.0,41.75,False
25.4,42.25,False
25.0,41.75,True
8.2,35.45,False
41.3,30.55,True
12.6,35.45,True
48.4,32.15,True
25.0,41.75,True
42.2,23.15,False
39.2,28.25,False
25.0,41.75,False
25.0,41.75,True
18.9,36.15,False
25.0,41.75,True
8.0,38.75,False
25.5,36.55,False
24.6,41.15,True
25.0,41.75,False
25.0,41.75,True
25.0,41.75,False
31.8,40.05,True
38.3,39.75,False
16.7,28.05,False
22.7,43.15,False
25.0,41.75,False
25.0,41.75,False
23.0,41.05,False
20.8,17.35,True
2.8000000000000007,34.25,True
7.399999999999999,22.75,True
25.0,41.75,False
25.0,41.75,True
2.1999999999999993,37.55,True
28.4,40.55,True
25.0,41.75,True
25.0,41.75,True
36.1,18.75,False
35.3,39.25,True
25.0,41.75,True
42.1,28.35,False
16.6,22.85,False
5.800000000000001,37.35,False
3.6000000000000014,28.35,False
15.6,32.05,False
24.3,36.15,False
36.7,25.05,False
21.6,39.75,False
20.8,40.65,True
11.5,18.25,False
9.5,38.15,False
8.5,20.35,False
24.3,35.75,False
8.7,37.25,False
25.0,41.75,True
9.9,21.75,False
28.5,37.65,False
25.4,28.65,True
23.5,17.05,False
20.0,39.45,False
38.9,34.25,True
25.0,41.75,True
25.0,41.75,True
12.1,27.45,False
35.1,40.85,False
25.0,41.75,True
41.4,39.45,False
8.8,39.25,True
37.7,40.05,False
3.8999999999999986,29.35,True
24.9,0.6499999999999986,False
22.4,37.85,True
39.1,21.15,False
25.0,41.75,False
42.1,21.45,False
25.0,41.75,True
1.6000000000000014,36.55,True
25.0,41.75,True
39.1,29.05,False
16.2,16.35,False
25.0,41.75,False
36.1,27.45,False
41.4,35.15,False
46.3,26.95,False
25.0,41.75,False
30.1,36.95,True
36.6,42.25,False
13.1,23.65,True
44.8,39.85,True
24.9,41.75,True
25.0,33.45,True
3.8999999999999986,30.45,False
42.5,31.05,False
25.0,19.05,True
11.0,34.25,True
25.0,41.75,False
15.0,37.05,False
25.0,41.75,True
31.2,22.35,False
10.3,19.05,True
37.8,37.35,True
3.0,29.45,True
42.4,30.75,True
22.2,38.65,True
8.2,23.85,True
25.0,41.75,False
47.6,42.35,False
14.7,36.15,False
31.7,32.85,False
44.8,25.85,False
39.1,42.75,False
25.0,41.75,False
26.6,39.25,True
20.5,36.75,False
36.9,19.35,True
6.899999999999999,21.75,False
26.0,15.649999999999999,False
38.6,36.95,True
11.0,19.85,False
19.4,38.75,False
25.0,41.75,True
25.0,41.75,True
1.6000000000000014,40.05,True
25.0,38.95,True
44.1,35.35,True
25.0,41.75,True
40.0,40.25,True
20.3,39.75,True
25.0,41.75,False
25.0,41.75,True
48.4,41.15,False
44.3,24.75,True
13.4,41.45,True
32.3,37.35,True
30.6,25.05,True
24.8,38.75,True
8.8,22.75,False
28.2,16.55,False
48.4,37.35,False
17.5,29.15,False
15.5,16.85,False
25.0,41.75,False
25.0,41.75,False
42.9,22.85,True
26.5,41.75,False
25.0,41.75,False
9.9,41.75,True
40.2,29.65,False
36.4,19.55,False
25.0,41.75,True
27.1,15.149999999999999,False
25.0,41.75,True
48.7,42.25,False
25.0,41.75,False
44.1,23.65,True
22.9,20.35,False
44.6,25.55,False
25.0,41.75,True
32.9,17.85,False
2.0,38.15,True
25.0,22.05,False
11.8,30.75,False
25.0,41.75,True
25.0,41.75,True
24.9,41.65,True
25.0,41.75,False
41.8,35.05,True
26.3,39.75,True
25.0,41.75,False
16.7,25.75,True
38.6,41.75,False
12.5,18.45,False
40.8,20.15,False
25.0,41.75,True
40.8,22.35,False
28.0,41.45,False
43.8,38.45,False
10.1,21.45,True
26.0,40.85,True
15.1,32.65,True
39.9,24.45,False
7.699999999999999,40.85,True
41.4,39.85,False
12.8,24.55,False
7.600000000000001,24.45,True
25.0,41.75,True
22.9,41.75,False
25.0,41.75,True
26.3,30.25,True
15.9,23.15,True
13.2,27.95,False
25.0,41.75,True
25.0,41.75,False
36.1,24.45,False
38.6,34.05,False
39.2,39.85,True
25.0,41.75,True
20.7,37.55,False
25.0,41.75,True
10.3,33.75,True
29.3,23.35,False
25.0,41.75,True
10.1,41.05,False
25.0,41.75,False
8.2,35.65,True
25.0,41.75,False
25.0,41.75,True
25.0,41.75,True
25.0,41.75,False
25.2,24.45,True
26.5,40.35,True
45.5,33.45,False
41.0,21.45,False
47.4,40.65,False
21.9,23.05,False
22.1,41.75,False
25.0,41.75,True
39.7,40.35,False
29.0,38.15,False
44.6,25.85,False
19.2,35.95,False
35.6,17.95,True
21.3,26.35,False
10.4,39.55,False
13.9,18.95,True
25.0,41.75,False
28.7,33.15,False
25.0,41.75,True
5.699999999999999,37.55,False
31.8,21.95,False
40.7,19.25,False
25.0,41.75,True
25.0,41.75,True
25.0,41.75,True
25.0,41.75,True
42.5,36.25,False
25.0,41.75,False
22.9,40.85,False
39.7,19.85,False
25.7,40.05,False
18.5,15.75,False
13.9,26.15,True
25.0,41.75,True
1.8999999999999986,40.05,False
35.1,33.75,False
12.9,38.65,True
25.0,41.75,True
25.0,41.75,True
25.7,40.25,False
25.0,41.75,True
23.3,16.25,False
48.2,39.75,False
20.2,27.45,False
24.3,33.75,False
25.8,40.35,False
2.8000000000000007,28.85,False
13.4,23.05,False
2.3999999999999986,31.85,True
42.4,24.15,True
33.9,17.55,False
25.4,35.75,True
1.6999999999999993,38.65,True
25.0,41.75,True
15.6,32.05,False
47.3,1.25,False
35.8,37.05,False
3.5,31.25,True
24.4,40.55,True
16.4,35.65,False
2.6999999999999993,35.45,False
25.0,41.75,True
15.1,25.25,False
2.3999999999999986,41.75,False
43.2,33.25,False
13.9,32.85,True
25.0,41.75,False
22.6,41.35,False
25.0,41.75,False
25.0,41.75,False
16.6,22.25,True
24.4,41.75,True
15.5,35.65,True
25.0,41.75,True
25.0,41.75,False
31.0,41.05,True
39.6,26.35,False
44.3,25.75,False
1.6999999999999993,39.85,True
26.9,22.75,False
22.2,35.95,True
19.1,33.25,False
17.2,38.05,False
39.4,40.25,True
16.7,41.45,True
25.0,41.75,True
41.1,36.15,True
25.0,41.75,True
11.4,27.15,False
25.0,41.75,True
25.0,41.75,True
23.3,32.05,False
26.3,39.75,False
32.8,32.95,True
37.2,36.25,False
24.0,30.25,False
25.0,41.75,True
23.8,35.65,True
44.6,38.05,True
5.199999999999999,40.65,True
25.0,41.75,True
38.9,19.75,False
25.0,41.75,True
25.0,41.75,True
41.6,38.05,False
10.1,37.05,False
39.9,20.05,False
9.0,39.55,False
36.3,31.55,False
31.7,24.75,False
25.0,41.75,True
25.0,41.75,False
25.0,41.75,True
25.0,41.75,True
25.0,42.05,True
34.7,31.05,False
16.2,32.35,False
25.0,41.75,False
25.0,41.75,False
4.399999999999999,27.95,True
25.0,41.75,False
28.4,41.05,True
37.7,23.35,False
10.6,28.55,False
1.6999999999999993,41.05,False
32.0,39.85,False
28.4,16.05,False
25.0,41.75,False
11.0,20.65,True
25.0,41.75,False
10.9,30.15,False
25.0,41.75,True
24.0,40.65,True
41.6,38.95,True
19.4,39.45,False
2.0,39.55,True
37.3,19.55,False
11.8,30.55,True
14.2,26.65,True
17.8,15.75,True
25.0,41.75,False
22.4,40.25,False
10.4,30.55,False
25.0,22.35,True
16.6,25.85,False
39.4,21.15,True
25.0,41.75,False
25.0,41.75,True
25.0,41.75,False
11.8,32.35,False
25.0,41.75,True
24.9,36.95,False
25.0,41.75,False
25.0,41.75,False
20.3,31.55,True
23.2,30.75,True
25.0,41.75,True
31.7,21.15,True
25.0,41.75,False
2.1999999999999993,40.05,True
41.1,39.75,True
25.0,41.75,True
25.0,41.75,False
25.0,41.75,True
25.0,41.75,True
44.6,24.25,True
12.9,40.05,True
24.3,41.65,True
32.9,16.75,True
32.8,37.35,False
25.5,15.95,False
32.8,16.35,False
25.0,41.75,True
25.0,41.75,True
16.2,39.75,False
25.4,39.55,True
32.9,14.950000000000003,False
1.8999999999999986,42.85,True
25.0,41.75,True
32.0,36.15,True
25.0,41.75,False
29.6,37.35,True
30.4,13.549999999999997,False
48.4,38.95,True
23.7,23.05,True
25.0,41.75,True
32.6,38.35,True
8.2,22.35,False
25.0,41.75,True
30.6,43.45,False
14.3,27.75,False
25.0,41.75,True
0.3000000000000007,40.65,True
1.8999999999999986,39.45,False
25.0,41.75,True
34.5,18.65,False
24.8,37.05,True
25.0,41.75,True
42.9,29.35,False
7.300000000000001,33.25,False
14.0,23.05,False
25.0,41.75,False
40.2,35.35,True
11.2,19.05,True
9.5,34.25,True
11.8,20.45,False
29.9,20.45,False
27.6,20.05,False
26.3,39.85,False
25.0,41.75,True
47.9,40.55,True
24.9,36.25,True
25.0,41.75,True
25.0,41.75,True
14.5,40.55,False
28.5,35.45,True
25.0,41.75,False
23.3,20.65,False
40.3,24.55,False
35.1,19.05,True
25.0,41.75,True
25.0,41.75,True
41.4,22.35,False
30.6,37.55,True
41.0,23.45,True
25.0,41.75,True
25.0,41.75,False
25.0,41.75,True
25.0,41.75,True
39.7,37.55,True
28.2,22.75,False
12.5,27.15,False
20.8,34.55,True
8.5,29.85,True
24.9,36.45,False
33.7,35.65,False
47.4,27.45,False
40.2,22.75,True
25.7,41.45,False
28.2,29.95,False
26.1,40.85,False
25.0,41.75,True
25.0,41.75,True
25.0,41.75,False
33.7,18.15,False
37.8,23.95,False
0.1999999999999993,40.65,True
45.5,36.25,True
24.1,35.35,False
38.8,37.65,False
22.1,17.55,False
25.4,35.05,False
25.4,42.25,True
37.2,27.25,True
49.3,37.05,True
25.0,41.75,True
25.0,41.75,False
39.2,30.45,False
24.8,40.65,True
35.3,28.85,False
48.4,43.45,False
18.0,20.95,True
34.5,29.35,True
25.0,41.75,True
25.0,41.75,True
25.0,41.75,False
25.0,41.75,True
25.0,41.75,True
1.6999999999999993,40.65,False
25.0,41.75,False
17.8,18.25,False
25.0,38.05,False
25.0,41.75,True
25.0,41.75,False
1.3999999999999986,41.65,False
14.2,25.25,False
20.8,15.45,False
47.9,35.35,False
25.0,41.75,True
25.0,41.75,False
25.0,41.75,True
38.8,20.35,False
27.3,39.85,False
18.0,36.55,False
40.3,29.65,False
13.9,26.95,False
13.9,40.05,True
39.2,20.05,False
6.899999999999999,29.85,True
19.1,41.65,False
24.1,14.049999999999997,False
29.1,40.35,True
23.7,25.85,False
30.9,36.45,False
15.1,23.85,True
24.8,41.65,True
25.0,41.75,False
42.1,35.95,False
11.2,33.95,False
25.0,41.75,True
7.899999999999999,39.15,False
5.699999999999999,39.85,False
25.0,41.75,False
25.0,41.35,True
10.9,28.25,True
48.5,30.55,False
25.0,41.75,True
25.0,41.75,True
14.0,27.15,False
41.1,26.35,False
25.0,41.75,False
25.0,41.75,True
0.8000000000000007,43.05,False
41.3,22.85,False
25.0,41.75,True
8.5,38.65,False
25.0,41.75,True
11.5,19.25,True
25.0,41.75,True
43.0,30.95,False
25.0,41.75,True
25.8,35.45,True
48.5,41.95,True
47.6,40.85,False
12.8,39.45,True
10.4,28.05,False
25.0,41.75,False
16.7,29.05,False
25.0,41.75,False
1.1000000000000014,39.75,False
25.0,41.75,False
27.3,40.55,True
15.1,19.05,False
40.7,23.05,False
25.0,41.75,True
25.0,41.75,True
40.3,41.65,False
13.1,38.05,False
11.8,41.65,False
22.1,39.45,False
25.0,41.75,True
32.6,37.55,True
30.2,39.75,False
14.8,23.35,True
25.0,41.75,False
25.0,41.75,True
25.0,41.75,False
42.7,41.45,False
9.5,40.65,False
25.0,41.75,False
27.3,41.35,False
39.6,39.55,True
25.0,41.75,True
31.4,34.05,False
45.4,29.35,False
13.4,17.85,False
40.0,38.75,False
26.0,41.75,True
13.9,36.95,False
42.5,40.55,False
25.0,41.75,False
6.300000000000001,35.45,True
5.5,31.65,True
14.5,25.05,True
29.0,29.85,False
36.6,21.75,False
45.2,39.25,True
25.0,41.75,False
25.0,41.75,True
37.0,31.05,True
26.1,33.95,False
25.0,41.75,False
19.9,24.25,False
25.0,41.75,True
25.0,41.75,False
35.5,19.35,True
35.5,42.25,False
26.8,37.85,True
25.0,41.75,False
23.8,40.85,True
26.5,23.85,False
25.5,28.65,False
38.9,20.05,False
25.0,41.75,True
25.0,41.75,True
19.1,26.35,True
25.0,38.65,False
25.0,41.75,False
42.9,39.85,True
33.1,17.95,True
25.0,41.75,False
25.0,41.75,False
29.9,39.25,False
31.5,40.65,False
6.899999999999999,43.95,False
49.2,34.55,True
34.5,24.55,True
45.4,28.35,False
25.0,41.75,False
48.5,37.05,False
27.3,32.05,False
28.8,16.05,True
14.0,41.15,True
27.4,23.45,True
25.0,41.75,True
34.3,26.85,False
19.1,15.649999999999999,False
41.1,41.65,False
9.9,35.75,False
25.0,41.75,True
25.0,41.75,True
25.8,41.65,True
35.1,17.65,False
10.6,20.45,True
27.1,40.85,True
25.0,41.75,False
15.6,17.15,False
25.0,41.75,True
25.0,41.75,False
25.0,41.75,False
25.0,41.75,False
24.3,36.45,False
22.7,41.45,True
25.2,34.65,False
25.0,41.75,True
21.8,36.15,False
21.9,34.65,True
0.6000000000000014,41.35,False
15.6,31.25,False
25.0,41.75,True
11.7,19.85,True
34.8,29.45,False
25.0,41.75,True
25.0,41.75,True
21.3,36.25,True
24.8,42.55,True
4.699999999999999,41.05,False
21.3,37.65,True
25.0,41.75,True
20.5,38.65,False
8.5,42.05,False
2.1999999999999993,41.75,True
25.0,41.75,False
9.0,30.25,True
25.0,41.75,True
9.6,35.15,True
31.7,39.25,True
25.0,41.65,True
25.0,41.75,True
25.0,41.75,True
24.4,37.25,True
5.5,25.35,True
26.1,23.15,True
23.0,39.75,True
25.0,40.55,True
25.0,40.55,True
44.9,27.25,True
33.7,27.55,False
7.100000000000001,26.85,False
25.0,41.75,False
36.1,31.65,False
25.0,41.75,True
25.0,41.75,True
2.5,30.55,False
35.5,38.45,False
48.1,41.35,False
24.9,35.35,False
18.0,37.55,False
26.8,26.95,False
25.0,41.75,True
25.0,41.75,False
22.9,22.25,False
25.0,41.75,True
25.0,41.75,True
44.6,41.05,False
27.6,38.15,False
37.3,20.65,False
9.9,28.65,True
25.0,40.05,False
29.1,20.65,False
18.3,23.95,False
25.0,41.75,False
14.5,24.55,False
25.0,41.75,True
37.5,20.45,False
37.0,27.15,False
38.6,18.25,False
14.2,37.85,False
38.9,39.55,False
41.3,40.25,True
25.0,41.75,True
25.0,41.75,False
30.7,16.55,False
25.0,41.05,True
9.6,32.15,False
9.5,21.65,True
13.1,25.85,False
7.699999999999999,21.25,True
7.300000000000001,36.95,False
0.8000000000000007,41.35,False
41.8,23.15,False
20.7,24.45,True
24.6,41.95,True
31.8,16.35,False
48.1,34.25,True
26.9,21.65,True
25.0,41.75,False
